# Code Map: tcart.js

## Module Overview

Файл tcart.js (9104 строки) — скомпилированный Babel-бандл модуля корзины покупок платформы **Tilda** (блок ST100 / t706). Содержит полный цикл работы корзины: инициализацию, управление товарами, скидки, промокоды, авторизацию через Members, восстановление потерянных корзин, отрисовку UI (иконка, sidebar, fullscreen), работу с формой заказа, доставку и сетевое взаимодействие с Tilda Store API. ~42% файла занимают Babel runtime helpers.

---

## Top-level Inventory

### IIFE / Модули

| Type | Name | Line |
|------|------|------|
| IIFE | `t_cart__useRootZone` | 3836 |
| IIFE (enum) | `TCartServerLocation` | 3854 |
| IIFE (enum) | `RequestDataFormat` | 4043 |
| IIFE (enum) | `ResponseDataFormat` | 4052 |
| IIFE | `t_store__useTranslation` | 4394 |
| IIFE | `t_cart__loadDiscountsHook` | 4940 |

### Основные переменные

| Name | Line |
Если реально нужна пагинация — придётся полностью переопределить mapAddPoints тоже, и рисовать свой список поверх тильдовского. Это уже серьёзный хак на DOM, овчинка скорее всего не стоит выделки.

Мой совет: вариант 1 + вариант 2 вместе. Фильтр по городу через address_details.city + лимит 100 точек. Для одного города это покроет всё, а пользователь ещё и поиском сузит.

Покажи как выглядит address_details в реальном ответе Ozon — уточним фильтр.

там есть еще и карта, в этом прикол

00:36
Ааа, точно. Карта через mapAddPoints — туда Tilda передаёт весь массив и рисует все точки разом.

Значит проблема двойная:

список в searchbox — можно ограничить
точки на карте — Tilda сама рисует все что пришло, и 5000 маркеров убьют браузер
Как это реально работает
По коду из document 2, flow такой:

пользователь выбирает тип доставки
  → getPickupList({ onDone: (points) => mapAddPoints(points) })
  → mapAddPoints рисует ВСЕ точки на карте
То есть mapAddPoints вызывается внутри onDone колбэка — и это место тоже можно перехватить.

Решение — перехватить mapAddPoints тоже
javascript
waitFor(() => window.tcart_newDelivery, (delivery) => {

  // Перехватываем mapAddPoints — рисуем только точки в viewport
  const origMapAddPoints = delivery.mapAddPoints?.bind(delivery);

  delivery.mapAddPoints = function (points) {
    console.log('[OzonPatch] mapAddPoints вызван, точек:', points.length);
    // Пока просто логируем — нужно понять сигнатуру
    return origMapAddPoints?.(points);
  };

  delivery.getPickupList = function (params) {
    fetch(`${BACKEND}/delivery/pvz?pattern=${encodeURIComponent(params.pattern ?? '')}&postalCode=${params.postalCode ?? ''}`)
      .then(r => r.json())
      .then(data => params.onDone(data))
      .catch(() => params.onFail?.());
  };
});
```

Но это полурешение. Настоящих вариантов два:

---

### Вариант А — кластеризация на бэке

Бэк отдаёт не точки а кластеры когда zoom маленький, точки когда zoom большой. Но Tilda не передаёт zoom в `getPickupList` — значит нужно перехватывать события карты Яндекса отдельно.

Это сложно и хрупко.

---

### Вариант Б — отдавать разумный региональный срез (реально)

Ozon сам предоставляет `/v1/delivery/map` — он возвращает **кластеры** по viewport. Это именно то что нужно для карты.

Архитектура тогда меняется:
```
кэш = все точки (для поиска по тексту)

карта = НЕ из кэша, а /v1/delivery/map по координатам viewport
Проблема — Tilda не вызывает твой бэк для карты, она вызывает mapAddPoints с тем что пришло из getPickupList.

Значит нужно:

getPickupList → отдаёт пустой массив или топ-50 по городу
Перехватить инициализацию карты Яндекса
Повесить свой обработчик на boundschange карты
При изменении viewport → твой бэк → /v1/delivery/map → delivery.mapAddPoints(points)
Прежде чем выбирать путь — скажи: у тебя Ozon доставляет только по конкретному региону или по всей России? Если по одному городу — проблема пагинации вообще не стоит.

по всей россии, 85к пвз :)

00:37
Ок, 85к — это однозначно вариант Б с /v1/delivery/map и viewport.

Давай сначала пойму одну вещь прежде чем писать код.

Хм, ответы не пришли. Но по document 2 я уже вижу — там явно написано geocode-maps.yandex.ru и методы mapAppendScript, mapInit — это ymaps.

Значит архитектура такая:

Общая схема
Tilda инициализирует ymaps
  → delivery.mapInit() создаёт карту
  → мы перехватываем событие boundschange на объекте карты
  → при изменении viewport → POST /delivery/map → /v1/delivery/map Ozon
  → получаем кластеры/точки → вызываем delivery.mapAddPoints(points)
Патч — полная версия с viewport
javascript
(function () {
  const BACKEND = 'https://your-backend.com';

  function waitFor(getter, cb, ms = 200, max = 75) {
    let n = 0;
    const t = setInterval(() => {
      const val = getter();
      if (val) { clearInterval(t); cb(val); }
      if (++n >= max) clearInterval(t);
    }, ms);
  }

  // Текущий запрос — отменяем предыдущий если карта двигается быстро
  let currentRequest = null;

  // Загрузка точек по viewport карты
  async function loadPointsForViewport(map, delivery) {
    const bounds = map.getBounds(); // [[lat1,lng1],[lat2,lng2]]

    // Отменяем предыдущий запрос
    if (currentRequest) {
      currentRequest.cancelled = true;
    }
    const req = { cancelled: false };
    currentRequest = req;

    try {
      const res = await fetch(`${BACKEND}/delivery/map`, {
        method: 'POST',
        headers: { 'Content-Type': 'application/json' },
        body: JSON.stringify({
          viewport: {
            left_bottom:  { lat: bounds[0][0], long: bounds[0][1] },
            right_top:    { lat: bounds[1][0], long: bounds[1][1] },
          },
          zoom: map.getZoom(),
        }),
      });

      if (req.cancelled) return; // карта уже уехала дальше

      const data = await res.json(); // массив TildaPickupPoint[]
      delivery.mapAddPoints(data);
    } catch (e) {
      console.warn('[OzonPatch] ошибка загрузки точек:', e);
    }
  }

  waitFor(() => window.tcart_newDelivery, (delivery) => {

    // 1. Перехватываем mapInit — вешаем boundschange после того как карта создана
    const origMapInit = delivery.mapInit?.bind(delivery);
    delivery.mapInit = function (...args) {
      const result = origMapInit?.(...args);

      // mapInit создаёт карту и пишет её в window.t_delivery__map
      waitFor(() => window.t_delivery__map, (map) => {
        console.log('[OzonPatch] карта найдена, вешаем boundschange');

        // debounce — не долбим бэк при каждом пикселе
        let debounceTimer = null;
        map.events.add('boundschange', () => {
          clearTimeout(debounceTimer);
          debounceTimer = setTimeout(() => {
            loadPointsForViewport(map, delivery);
          }, 400);
        });

        // Загружаем точки для начального viewport сразу
        loadPointsForViewport(map, delivery);
      });

      return result;
    };

    // 2. getPickupList — отдаём ПУСТОЙ массив
    // Точки на карте грузим сами через boundschange
    // Searchbox (поиск текстом) — отдаём из кэша по pattern
    delivery.getPickupList = function (params) {
      if (params.pattern) {
        // Текстовый поиск — идём на бэк
        fetch(`${BACKEND}/delivery/pvz?pattern=${encodeURIComponent(params.pattern)}&postalCode=${params.postalCode ?? ''}`)
          .then(r => r.json())
          .then(data => params.onDone(data))
          .catch(() => params.onFail?.());
      } else {
        // Начальная загрузка без поиска — карта сама загрузит через boundschange
        params.onDone([]);
      }
    };

    console.log('[OzonPatch] Патч применён ✓');
  });

})();
Новый endpoint на бэке — /delivery/map
typescript
// src/services/ozon-logistics/delivery.ts — добавить

export async function getPickupPointsMap(viewport: {
  left_bottom: { lat: number; long: number };
  right_top:   { lat: number; long: number };
}, zoom: number) {
  const token = getAccessToken();
  if (!token) throw new Error('Требуется авторизация');

  const response = await fetch(`${ozonConfig.apiUrl}/v1/delivery/map`, {
    method: 'POST',
    headers: {
      'Content-Type': 'application/json',
      Authorization: `Bearer ${token}`,
    },
    body: JSON.stringify({ viewport, zoom }),
  });

  if (!response.ok) throw new Error(`Ozon map error: ${response.status}`);
  return response.json();
}
typescript
// src/modules/delivery/delivery.ts — добавить endpoint

.post('/map', async ({ body }) => {
  try {
    const ozonData = await getPickupPointsMap(body.viewport, body.zoom);

    // /v1/delivery/map возвращает кластеры, не точки напрямую
    // Если кластер содержит одну точку — маппим в TildaPickupPoint из кэша
    // Если кластер — показываем как есть (Tilda всё равно вызовет mapAddPoints)
    const cache = loadPointsInfo();
    const cacheMap = new Map(
      cache?.points.map(p => [p.delivery_method.map_point_id, p]) ?? []
    );

    const points = ozonData.clusters
      .filter((c: any) => c.points_count === 1)
      .map((c: any) => {
        const id = Number(c.map_point_ids[0]);
        const cached = cacheMap.get(id);
        return cached ? mapToTildaPickupPoint(cached) : null;
      })
      .filter(Boolean);

    return points;
  } catch (e) {
    return [];
  }
}, {
  body: t.Object({
    viewport: t.Object({
      left_bottom: t.Object({ lat: t.Number(), long: t.Number() }),
      right_top:   t.Object({ lat: t.Number(), long: t.Number() }),
    }),
    zoom: t.Number(),
  }),
})
Проблема с кластерами
/v1/delivery/map при маленьком zoom возвращает кластеры где points_count > 1 — у них нет деталей, только координаты и количество. Tilda не умеет рисовать кластеры — она рисует только индивидуальные точки.

Варианта два:

При zoom < 10 — не рисуй ничего, просто жди пока пользователь приблизится. Или рисуй одну "заглушку"-точку в центре кластера без деталей.

При zoom >= 10 — кластеров почти не будет, все точки индивидуальные, маппишь из кэша нормально.

Добавь в патч:

javascript
map.events.add('boundschange', () => {
  clearTimeout(debounceTimer);
  debounceTimer = setTimeout(() => {
    if (map.getZoom() < 10) {
      delivery.mapAddPoints([]); // слишком далеко — чистим карту
      return;
    }
    loadPointsForViewport(map, delivery);
  }, 400);
});
Guihal/ozon
main

GITHUB

Q: Карта в Tilda у тебя уже инициализируется и показывается (просто с твоими тестовыми точками)?
A: Да, карта работает

Q: Яндекс Карты или Leaflet/Google — что использует Tilda в tdelivery.js?
A: Яндекс Карты (ymaps) Смотри, сейчас точки через sqlite забиваются в мою бд, и поэтому нужно будет в эндпоинте это учитывать

00:43
Окей, всё понятно. SQLite уже есть, данные там, теперь нужен endpoint /delivery/map который делает пространственный запрос по координатам viewport.

Шаг 1 — добавить пространственный индекс в SQLite
В src/db/index.ts добавить после существующих индексов:

typescript
// Составной индекс для быстрого поиска по координатам
db.run("CREATE INDEX IF NOT EXISTS idx_pp_coords ON pickup_points(lat, long)");
Шаг 2 — функция запроса по viewport в pickup-points-cache.ts
typescript
export function getTildaPickupPointsByViewport(options: {
  latMin: number;
  latMax: number;
  lngMin: number;
  lngMax: number;
  limit?: number;
}): TildaPickupPoint[] {
  const { latMin, latMax, lngMin, lngMax, limit = 300 } = options;

  const rows = db.prepare(`
    SELECT * FROM pickup_points
    WHERE enabled = 1
      AND lat BETWEEN ? AND ?
      AND long BETWEEN ? AND ?
    ORDER BY pvz_rating DESC
    LIMIT ?
  `).all(latMin, latMax, lngMin, lngMax, limit) as PickupPointRow[];

  return rows.map(mapRowToTilda);
}
ORDER BY pvz_rating DESC — при большом количестве точек в viewport покажем сначала лучшие, остальные обрежет LIMIT.

Шаг 3 — endpoint в delivery.ts
typescript
import { getTildaPickupPointsByViewport } from "../../services/pickup-points-cache";

// добавить в delivery router:
.post(
  "/delivery/map",
  ({ body }) => {
    const { viewport, zoom } = body;

    // При маленьком zoom слишком много точек — не имеет смысла
    if (zoom < 10) {
      return [];
    }

    const points = getTildaPickupPointsByViewport({
      latMin: viewport.left_bottom.lat,
      latMax: viewport.right_top.lat,
      lngMin: viewport.left_bottom.long,
      lngMax: viewport.right_top.long,
      // Чем больше zoom — тем меньше viewport — можно больше точек
      limit: zoom >= 14 ? 500 : zoom >= 12 ? 200 : 100,
    });

    return points;
  },
  {
    body: t.Object({
      viewport: t.Object({
        left_bottom: t.Object({ lat: t.Number(), long: t.Number() }),
        right_top:   t.Object({ lat: t.Number(), long: t.Number() }),
      }),
      zoom: t.Number(),
    }),
  },
)
Шаг 4 — патч Tilda (финальный)
javascript
(function () {
  const BACKEND = 'https://your-backend.com';

  function waitFor(getter, cb, ms = 200, max = 75) {
    let n = 0;
    const t = setInterval(() => {
      const val = getter();
      if (val) { clearInterval(t); cb(val); }
      if (++n >= max) clearInterval(t);
    }, ms);
  }

  let pendingRequest = null;

  async function loadPointsForViewport(map, delivery) {
    const zoom = map.getZoom();

    if (zoom < 10) {
      delivery.mapAddPoints([]);
      return;
    }

    const bounds = map.getBounds();
    const token = Symbol(); // уникальный токен для отмены устаревших запросов
    pendingRequest = token;

    try {
      const res = await fetch(`${BACKEND}/v1/delivery/map`, {
        method: 'POST',
        headers: { 'Content-Type': 'application/json' },
        body: JSON.stringify({
          viewport: {
            left_bottom: { lat: bounds[0][0], long: bounds[0][1] },
            right_top:   { lat: bounds[1][0], long: bounds[1][1] },
          },
          zoom,
        }),
      });

      // Карта уже сдвинулась пока ждали — выбрасываем ответ
      if (pendingRequest !== token) return;

      const points = await res.json();
      delivery.mapAddPoints(points);
    } catch (e) {
      console.warn('[OzonPatch] ошибка загрузки карты:', e);
    }
  }

  waitFor(() => window.tcart_newDelivery, (delivery) => {

    // Перехватываем mapInit — вешаем boundschange после создания карты
    const origMapInit = delivery.mapInit?.bind(delivery);
    delivery.mapInit = function (...args) {
      const result = origMapInit?.(...args);

      waitFor(() => window.t_delivery__map, (map) => {
        let debounce = null;

        map.events.add('boundschange', () => {
          clearTimeout(debounce);
          debounce = setTimeout(() => loadPointsForViewport(map, delivery), 400);
        });

        // Загружаем сразу для начального viewport
        loadPointsForViewport(map, delivery);
      });

      return result;
    };

    // getPickupList — текстовый поиск идёт на бэк, без pattern — пусто
    // карта сама загрузит точки через boundschange
    delivery.getPickupList = function (params) {
      if (params.pattern) {
        const url = `${BACKEND}/v1/delivery/pvz?q=${encodeURIComponent(params.pattern)}&limit=50`;
        fetch(url)
          .then(r => r.json())
          .then(data => params.onDone(data.pvz ?? []))
          .catch(() => params.onFail?.());
      } else {
        params.onDone([]);
      }
    };

    console.log('[OzonPatch] Патч применён ✓');
  });

})();
Почему Symbol() вместо флага cancelled
Предыдущая версия использовала объект { cancelled: true } — это работает, но требует мутации. Symbol() чище: каждый новый запрос создаёт уникальный токен, и проверка pendingRequest !== token автоматически инвалидирует все предыдущие без мутаций.

mapAddPoints: function e(t, r, n) {
        var i = this;
        void 0 !== window.ymaps && window.ymaps.ready((function() {
            window.t_delivery__map.geoObjects && window.t_delivery__map.geoObjects.removeAll();
            var e = [];
            if (r.forEach((function(t) {
                0 === t.coordinates[0] && 0 === t.coordinates[1] || e.push(t.coordinates)
            }tilda-delivery-1.0.min.js:1 Uncaught TypeError: Cannot read properties of undefined (reading 'forEach')

00:54
Ошибка понятна. mapAddPoints принимает три аргумента (t, r, n), а точки — это r (второй аргумент), не первый.

Смотри на сигнатуру: e(t, r, n) где r.forEach(...) — значит r это массив точек.

Нужно понять что такое t и n. Попроси разведку — найди в tdelivery.js все места где вызывается mapAddPoints( и покажи контекст вызовов, чтобы увидеть что передаётся первым и третьим аргументом.

Либо быстрый способ — вставь в консоль прямо сейчас:

javascript
const orig = window.tcart_newDelivery.mapAddPoints.bind(window.tcart_newDelivery);
window.tcart_newDelivery.mapAddPoints = function(t, r, n) {
  console.log('[mapAddPoints] t:', t, 'r:', r, 'n:', n);
  return orig(t, r, n);
};
Потом выбери доставку с ПВЗ в UI — и посмотри что реально приходит в t и n при нормальном вызове от Tilda.

мне нужен одновременно поиск через инпут, как есть, и карта, это нужно каким-то хуем отделить

00:55
Да, это два разных flow в Tilda:

Текстовый поиск:  getPickupList({ pattern: "..." }) → onDone(points) → fillSearchList(points)
Карта:            getPickupList({ pattern: "" })    → onDone(points) → mapAddPoints(?, points, ?)
Один и тот же метод, но Tilda внутри делает разное с результатом в зависимости от контекста. Нужно понять — она как-то маркирует эти два вызова, или просто вызывает одно и то же onDone который сам решает?

Вставь в консоль:

javascript
const orig = window.tcart_newDelivery.getPickupList.bind(window.tcart_newDelivery);
window.tcart_newDelivery.getPickupList = function(params) {
  console.log('[getPickupList] params keys:', Object.keys(params));
  console.log('[getPickupList] pattern:', JSON.stringify(params.pattern));
  
  // Оборачиваем onDone чтобы видеть ЧТО вызывается после
  const origOnDone = params.onDone;
  params.onDone = function(...args) {
    console.log('[onDone] вызван, args:', args);
    console.trace('[onDone] stacktrace');
    return origOnDone?.(...args);
  };
  
  return orig(params);
};
Потом сделай два действия по очереди — напечатай что-то в поиске, потом просто открой выбор ПВЗ без поиска. По stacktrace будет видно разные caller'ы и станет понятно как их различить.

[getPickupList] params keys: (5) ['projectId', 'postalCode', 'deliveryId', 'onDone', 'onFail']
VM395:4 [getPickupList] pattern: undefined
VM395:9 [onDone] вызван, args: [Array(0)]0: Array(0)length: 0[[Prototype]]: Array(0)length: 1[[Prototype]]: Array(0)
VM395:10 [onDone] stacktrace
params.onDone @ VM395:10
delivery.getPickupList @ page131598136.html:120
window.tcart_newDelivery.getPickupList @ VM395:14
e @ tilda-delivery-1.0.min.js:1
(anonymous) @ tilda-delivery-1.0.min.js:1
t_triggerEvent @ tilda-cart-restorefields-1.0.min.js:1
e @ tilda-delivery-1.0.min.js:1
y.onload @ tilda-delivery-1.0.min.js:1
XMLHttpRequest.send
(anonymous) @ requests.js:1
(anonymous) @ 200.js:1
e @ tilda-delivery-1.0.min.js:1
e @ tilda-delivery-1.0.min.js:1
e @ tilda-delivery-1.0.min.js:1
Promise.then
e @ tilda-delivery-1.0.min.js:1
(anonymous) @ tilda-cart-1.1.min.js:1
Promise.then
tcart__initDelivery @ tilda-cart-1.1.min.js:1
r @ tilda-cart-1.1.min.js:1
Promise.then
(anonymous) @ tilda-cart-1.1.min.js:1
Promise.then
(anonymous) @ tilda-cart-1.1.min.js:1
Promise.then
t @ tilda-cart-1.1.min.js:1
tcart__openCart @ tilda-cart-1.1.min.js:1
(anonymous) @ page131598136.html:228
setInterval
(anonymous) @ page131598136.html:228

Show more
00:57
Отлично, вижу картину. Это вызов без pattern — это инициализация карты при открытии корзины. Теперь напечатай что-нибудь в поисковом инпуте и покажи лог — нужно увидеть второй вызов с pattern.

Но уже сейчас видно главное: pattern отсутствует совсем (undefined), а не пустая строка. Значит различить просто:

javascript
delivery.getPickupList = function(params) {
  if (params.pattern !== undefined) {
    // Текстовый поиск — идём на бэк, отдаём в searchbox
    fetch(`${BACKEND}/v1/delivery/pvz?q=${encodeURIComponent(params.pattern)}&limit=50`)
      .then(r => r.json())
      .then(data => params.onDone(data.pvz ?? []))
      .catch(() => params.onFail?.());
  } else {
    // Инициализация карты — отдаём пустой массив,
    // карта загрузит точки сама через boundschange
    params.onDone([]);
  }
};
params.pattern === undefined → карта, params.pattern !== undefined → поиск (даже если пустая строка).

Покажи лог второго вызова (с поиском) чтобы убедиться что там pattern есть — и тогда это решение финальное.

[getPickupList] params keys: (6) ['projectId', 'postalCode', 'deliveryId', 'pattern', 'onDone', 'onFail']
VM395:4 [getPickupList] pattern: "а"
VM395:3 [getPickupList] params keys: (6) ['projectId', 'postalCode', 'deliveryId', 'pattern', 'onDone', 'onFail']
VM395:4 [getPickupList] pattern: "а"
VM395:3 [getPickupList] params keys: (6) ['projectId', 'postalCode', 'deliveryId', 'pattern', 'onDone', 'onFail']
VM395:4 [getPickupList] pattern: "ав"
VM395:9 [onDone] вызван, args: [Array(50)]
VM395:10 [onDone] stacktrace
params.onDone @ VM395:10
(anonymous) @ page131598136.html:117
Promise.then
delivery.getPickupList @ page131598136.html:117
window.tcart_newDelivery.getPickupList @ VM395:14
e @ tilda-delivery-1.0.min.js:1
(anonymous) @ tilda-delivery-1.0.min.js:1
setTimeout
(anonymous) @ tilda-delivery-1.0.min.js:1

Show more
00:58
Идеально. Всё подтверждено:

pattern: undefined → карта (5 ключей, нет pattern в объекте)
pattern: "ав" → поиск (6 ключей, pattern есть)
Tilda сама делает debounce на поиск (видно setTimeout в стектрейсе). И onDone вызывается с Array(50) — значит лимит 50 для поиска работает нормально.

Финальный патч — полностью рабочий:

javascript
(function () {
  const BACKEND = 'https://your-backend.com';

  function waitFor(getter, cb, ms = 200, max = 75) {
    let n = 0;
    const t = setInterval(() => {
      const val = getter();
      if (val) { clearInterval(t); cb(val); }
      if (++n >= max) clearInterval(t);
    }, ms);
  }

  let pendingMapToken = null;

  async function loadPointsForViewport(map, delivery) {
    const zoom = map.getZoom();

    if (zoom < 10) {
      delivery.mapAddPoints(null, [], null);
      return;
    }

    const bounds = map.getBounds();
    const token = Symbol();
    pendingMapToken = token;

    try {
      const res = await fetch(`${BACKEND}/v1/delivery/map`, {
        method: 'POST',
        headers: { 'Content-Type': 'application/json' },
        body: JSON.stringify({
          viewport: {
            left_bottom: { lat: bounds[0][0], long: bounds[0][1] },
            right_top:   { lat: bounds[1][0], long: bounds[1][1] },
          },
          zoom,
        }),
      });

      if (pendingMapToken !== token) return;

      const points = await res.json();
      delivery.mapAddPoints(null, points, null);
    } catch (e) {
      console.warn('[OzonPatch] ошибка загрузки карты:', e);
    }
  }

  waitFor(() => window.tcart_newDelivery, (delivery) => {

    // Перехват mapInit — вешаем boundschange после создания карты
    const origMapInit = delivery.mapInit?.bind(delivery);
    delivery.mapInit = function (...args) {
      const result = origMapInit?.(...args);

      waitFor(() => window.t_delivery__map, (map) => {
        let debounce = null;
        map.events.add('boundschange', () => {
          clearTimeout(debounce);
          debounce = setTimeout(() => loadPointsForViewport(map, delivery), 400);
        });
        loadPointsForViewport(map, delivery);
      });

      return result;
    };

    // Разделяем поиск и карту по наличию pattern в объекте
    delivery.getPickupList = function (params) {
      if ('pattern' in params) {
        // Текстовый поиск → бэк → searchbox
        fetch(`${BACKEND}/v1/delivery/pvz?q=${encodeURIComponent(params.pattern)}&limit=50`)
          .then(r => r.json())
          .then(data => params.onDone(data.pvz ?? []))
          .catch(() => params.onFail?.());
      } else {
        // Инициализация карты → пустой массив, точки грузим сами
        params.onDone([]);
      }
    };

    console.log('[OzonPatch] Патч применён ✓');
  });

})();
Два момента которые уточнились из логов:

'pattern' in params вместо params.pattern !== undefined — надёжнее, потому что ключ физически отсутствует в объекте при вызове карты, а не просто undefined.

mapAddPoints(null, points, null) — теперь знаем что второй аргумент это массив точек. null для первого и третьего — безопаснее чем undefined, но нужно проверить живым запуском. Если упадёт — покажи ошибку и разберём что ожидается в t и n.

бля, почему запросы по поиску точек в бд хуярят до 100% cpu

01:05
SQLite + LIKE с % в начале строки — это full table scan, индексы не используются вообще.

sql
-- ЭТО не использует индекс:
WHERE name LIKE '%ав%'
Решение — FTS5 (Full Text Search), встроен в SQLite, Bun поддерживает.

Шаг 1 — добавить FTS таблицу в src/db/index.ts
typescript
// Виртуальная FTS5 таблица для поиска
db.run(`
  CREATE VIRTUAL TABLE IF NOT EXISTS pickup_points_fts
  USING fts5(
    map_point_id UNINDEXED,
    name,
    address,
    city,
    region,
    content='pickup_points',
    content_rowid='map_point_id'
  )
`);

// Триггеры для синхронизации FTS при INSERT/UPDATE/DELETE
db.run(`
  CREATE TRIGGER IF NOT EXISTS pp_fts_insert
  AFTER INSERT ON pickup_points BEGIN
    INSERT INTO pickup_points_fts(rowid, map_point_id, name, address, city, region)
    VALUES (new.map_point_id, new.map_point_id, new.name, new.address, new.city, new.region);
  END
`);

db.run(`
  CREATE TRIGGER IF NOT EXISTS pp_fts_update
  AFTER UPDATE ON pickup_points BEGIN
    INSERT INTO pickup_points_fts(pickup_points_fts, rowid, map_point_id, name, address, city, region)
    VALUES ('delete', old.map_point_id, old.map_point_id, old.name, old.address, old.city, old.region);
    INSERT INTO pickup_points_fts(rowid, map_point_id, name, address, city, region)
    VALUES (new.map_point_id, new.map_point_id, new.name, new.address, new.city, new.region);
  END
`);

db.run(`
  CREATE TRIGGER IF NOT EXISTS pp_fts_delete
  AFTER DELETE ON pickup_points BEGIN
    INSERT INTO pickup_points_fts(pickup_points_fts, rowid, map_point_id, name, address, city, region)
    VALUES ('delete', old.map_point_id, old.map_point_id, old.name, old.address, old.city, old.region);
  END
`);
Шаг 2 — заполнить FTS из существующих данных
В pickup-points-cache.ts добавить функцию и вызвать при инициализации:

typescript
export function rebuildFts(): void {
  console.log('🔄 Перестройка FTS индекса...');
  db.run(`
    INSERT INTO pickup_points_fts(pickup_points_fts)
    VALUES ('rebuild')
  `);
  console.log('✅ FTS индекс перестроен');
}
Вызвать один раз в initializePickupPointsCache после заполнения БД:

typescript
// После fetchAllPointsInfo:
rebuildFts();
Шаг 3 — заменить запрос в getTildaPickupPoints
typescript
export function getTildaPickupPoints(options?: {
  q?: string;
  limit?: number;
  offset?: number;
}): {
  pvz: TildaPickupPoint[];
  total: number;
  limit: number;
  offset: number;
} {
  const { q, limit = 500, offset = 0 } = options || {};

  let rows: PickupPointRow[];
  let total: number;

  if (q) {
    // FTS поиск — быстро, индекс
    // * в конце = prefix search: "авто" найдёт "автово"
    const ftsQuery = q.trim().split(/\s+/).map(w => `${w}*`).join(' ');

    const ftsRows = db.prepare(`
      SELECT p.*
      FROM pickup_points p
      JOIN pickup_points_fts f ON f.map_point_id = p.map_point_id
      WHERE pickup_points_fts MATCH ?
        AND p.enabled = 1
      ORDER BY rank
      LIMIT ? OFFSET ?
    `).all(ftsQuery, limit, offset) as PickupPointRow[];

    const ftsTotal = db.prepare(`
      SELECT COUNT(*) as total
      FROM pickup_points p
      JOIN pickup_points_fts f ON f.map_point_id = p.map_point_id
      WHERE pickup_points_fts MATCH ?
        AND p.enabled = 1
    `).get(ftsQuery) as { total: number };

    rows = ftsRows;
    total = ftsTotal.total;
  } else {
    // Без поиска — обычная пагинация
    rows = db.prepare(`
      SELECT * FROM pickup_points
      WHERE enabled = 1
      ORDER BY city, name
      LIMIT ? OFFSET ?
    `).all(limit, offset) as PickupPointRow[];

    total = (db.prepare(
      'SELECT COUNT(*) as total FROM pickup_points WHERE enabled = 1'
    ).get() as { total: number }).total;
  }

  return { pvz: rows.map(mapRowToTilda), total, limit, offset };
}
Почему это быстро
LIKE с % в начале — O(n), читает каждую строку. FTS5 строит инвертированный индекс (слово → список id) — поиск O(log n), практически мгновенный даже на 85к строк. rank — встроенная релевантность FTS5, самые точные совпадения идут первыми.

После добавления FTS нужно удалить старую БД и дать ей пересоздаться, либо вызвать rebuildFts() вручную один раз — триггеры начнут работать только для новых записей.
